text,intent,action_type
save goal mua laptop 5 triệu,action,SET_GOAL
đặt hạn mức giải trí 10 triệu,action,LIMIT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
xem report sức khỏe thứ 3,action,REPORT
alert hạn mức cho mua sắm,action,SET_ALERT
bật dark mode,action,SYSTEM_SETTING
đổi tên thành Anh Khang,action,SET_USERNAME
tắt chế độ tối,action,SETTING
cho t xem báo cáo tuần trước,action,REPORT
set tone nghiêm túc,action,SET_TONE
sửa giao dịch cuối thành 10 triệu,action,EDIT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
sửa giao dịch cuối thành 200k,action,UPDATE_RECORD
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
update record vừa nhập,action,UPDATE_RECORD
tắt thông báo chi tiêu,action,SET_ALERT
xem report ăn uống 7 ngày qua,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,SET_TONE
xem report mua sắm tháng trước,action,REPORT_COMPARE
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
chuyển giao diện sáng,action,SYSTEM_SETTING
tìm record năm ngoái,action,SEARCH
đổi tên thành Anh Khang,action,SET_USERNAME
undo giao dịch cuối,action,DELETE
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
từ giờ gọi t là Mimo Master,action,SET_USERNAME
đặt hạn mức giáo dục 100k,action,LIMIT
cho t xem báo cáo chủ nhật,action,REPORT_INCOME
xem report nhà ở 30 ngày qua,action,REPORT_COMPARE
tìm record quý 1 năm nay,action,SEARCH_RECORD
xem report sức khỏe 23-12-2025,action,REPORT_COMPARE
set tone châm chọc,action,TONE
undo giao dịch cuối,action,DELETE
check tiền đã xài tháng này đi,action,REPORT_INCOME
nói chuyện hài hước hơn đi,action,TONE
bật dark mode,action,SYSTEM_SETTING
search hóa đơn trên 100k,action,SEARCH_RECORD
tư vấn hạn mức cho mình,action,SUGGEST
tháng tới nên tiêu bao nhiêu,action,SUGGEST
xem report giáo dục hôm qua,action,REPORT_GENERAL
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
cho t xem báo cáo tháng này,action,REPORT_INCOME
check tiền đã xài tuần trước đi,action,REPORT
xem report giáo dục tuần này,action,REPORT
tìm giao dịch sức khỏe,action,SEARCH_RECORD
alert hạn mức cho nhà ở,action,SET_ALERT
đổi giọng sang hài hước,action,SET_TONE
nhắc mình khi vượt ngân sách,action,SET_ALERT
alert hạn mức cho ăn uống,action,SET_ALERT
save goal mua laptop 500k,action,GOAL
xem report ăn uống tháng trước,action,REPORT
bật dark mode,action,SYSTEM_SETTING
kiếm giúp khoản trà sữa,action,SEARCH
mỗi tháng mình kiếm 5 triệu,action,SET_INCOME
bật cảnh báo đi lại,action,SET_ALERT
search hóa đơn trên 50k,action,SEARCH
bật dark mode,action,SETTING
save goal mua laptop 5 triệu,action,GOAL
tìm record hôm qua,action,SEARCH_RECORD
sửa giao dịch cuối thành 1 triệu,action,EDIT
xóa giao dịch vừa nhập,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
hủy hóa đơn mới nhất,action,DELETE
xem report giải trí năm ngoái,action,REPORT_COMPARE
tắt thông báo chi tiêu,action,SET_ALERT
chuyển style nói chuyện nhé,action,TONE
xóa record cuối giúp mình,action,DELETE_LAST
search hóa đơn trên 100k,action,SEARCH_RECORD
từ giờ gọi t là Boss,action,SET_USERNAME
bật dark mode,action,SETTING
xem report giáo dục chủ nhật,action,REPORT
xem report sức khỏe 7 ngày qua,action,REPORT_GENERAL
mục tiêu du lịch 1 triệu trước thứ 2,action,SET_GOAL
thống kê chi tiêu 23-12-2025,action,REPORT_GENERAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
tắt chế độ tối,action,SETTING
từ giờ gọi t là Khang,action,SET_USERNAME
để dành 1 triệu nha,action,SET_GOAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
gợi ý ngân sách tháng sau,action,SUGGEST
tắt chế độ tối,action,SYSTEM_SETTING
set nickname Anh Khang,action,SET_USERNAME
set tone nghiêm túc,action,SET_TONE
đặt hạn mức nhà ở 50k,action,LIMIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tạo mục tiêu tiết kiệm 100k,action,GOAL
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_INCOME
chuyển style nói chuyện nhé,action,TONE
save goal mua laptop 500k,action,SET_GOAL
chỉnh lại ghi chú nha,action,UPDATE_RECORD
xóa giao dịch vừa nhập,action,DELETE_LAST
nói chuyện hài hước hơn đi,action,TONE
cho t xem báo cáo tuần trước,action,REPORT_INCOME
set income 200k,action,SET_INCOME
chuyển style nói chuyện nhé,action,SET_TONE
update record vừa nhập,action,EDIT
tạo mục tiêu tiết kiệm 100k,action,SET_GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
đặt hạn mức giáo dục 100k,action,SET_LIMIT
bật dark mode,action,SETTING
cho t xem báo cáo hôm nay,action,REPORT_GENERAL
nói chuyện nghiêm túc hơn đi,action,SET_TONE
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
thu nhập tháng này 5 triệu,action,SET_INCOME
đề xuất budget hợp lý đi,action,SUGGEST
undo giao dịch cuối,action,DELETE_LAST
hủy hóa đơn mới nhất,action,DELETE_LAST
chỉnh lại ghi chú nha,action,EDIT
để dành 500k nha,action,GOAL
tắt chế độ tối,action,SYSTEM_SETTING
undo giao dịch cuối,action,DELETE
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đổi giọng sang dặn dỗi,action,TONE
update record vừa nhập,action,UPDATE_RECORD
xóa record cuối giúp mình,action,DELETE
mục tiêu du lịch 200k trước thứ 2,action,GOAL
cho t xem báo cáo 23-12-2025,action,REPORT
thống kê chi tiêu 01-01-2026,action,REPORT_GENERAL
mục tiêu du lịch 1 triệu trước tháng 12 năm ngoái,action,SET_GOAL
undo giao dịch cuối,action,DELETE
thống kê chi tiêu tuần trước,action,REPORT
tạo mục tiêu tiết kiệm 10 triệu,action,GOAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
tạo mục tiêu tiết kiệm 50k,action,GOAL
xem report giải trí quý 1 năm nay,action,REPORT
undo giao dịch cuối,action,DELETE_LAST
tìm giao dịch giáo dục,action,SEARCH_RECORD
cộng thêm 5 triệu vào hạn mức,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
save goal mua laptop 50k,action,SET_GOAL
đổi danh mục sang sức khỏe,action,UPDATE_RECORD
hủy hóa đơn mới nhất,action,DELETE_LAST
xem report giáo dục tuần trước,action,REPORT_INCOME
set income 100k,action,SET_INCOME
chỉnh lại ghi chú nha,action,EDIT
để dành 10 triệu nha,action,SET_GOAL
xóa record cuối giúp mình,action,DELETE
cộng thêm 100k vào hạn mức,action,LIMIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
undo giao dịch cuối,action,DELETE_LAST
tìm record tuần trước,action,SEARCH_RECORD
undo giao dịch cuối,action,DELETE
thống kê chi tiêu hôm nay,action,REPORT_INCOME
thống kê chi tiêu 7 ngày qua,action,REPORT
check tiền đã xài thứ 3 đi,action,REPORT_COMPARE
chuyển giao diện sáng,action,SETTING
cho t xem báo cáo năm ngoái,action,REPORT_COMPARE
set nickname Khang,action,SET_USERNAME
nhắc mình khi vượt ngân sách,action,SET_ALERT
check tiền đã xài 7 ngày qua đi,action,REPORT_GENERAL
xem report sức khỏe năm nay,action,REPORT_GENERAL
save goal mua laptop 50k,action,SET_GOAL
gợi ý ngân sách tháng sau,action,SUGGEST
xem report giáo dục thứ 6,action,REPORT_COMPARE
bật dark mode,action,SYSTEM_SETTING
nói chuyện dễ thương hơn đi,action,TONE
undo giao dịch cuối,action,DELETE_LAST
save goal mua laptop 10 triệu,action,SET_GOAL
mục tiêu du lịch 50k trước thứ 6,action,SET_GOAL
set limit giải trí 10 triệu mỗi tháng,action,LIMIT
đổi giọng sang dặn dỗi,action,SET_TONE
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
search hóa đơn trên 100k,action,SEARCH_RECORD
hủy hóa đơn mới nhất,action,DELETE
tắt chế độ tối,action,SETTING
mỗi tháng mình kiếm 2 triệu,action,SET_INCOME
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
xóa giao dịch vừa nhập,action,DELETE
tắt thông báo chi tiêu,action,SET_ALERT
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST
xóa giao dịch vừa nhập,action,DELETE_LAST
thống kê chi tiêu quý 1 năm nay,action,REPORT_COMPARE
xem report sức khỏe 30 ngày qua,action,REPORT_GENERAL
xem report ăn uống 15-06-2026,action,REPORT_INCOME
chuyển giao diện sáng,action,SYSTEM_SETTING
đặt hạn mức ăn uống 200k,action,LIMIT
save goal mua laptop 2 triệu,action,GOAL
thống kê chi tiêu năm ngoái,action,REPORT
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
alert hạn mức cho ăn uống,action,SET_ALERT
search hóa đơn trên 10 triệu,action,SEARCH
xem report ăn uống quý 1 năm nay,action,REPORT_GENERAL
thống kê chi tiêu năm ngoái,action,REPORT_INCOME
đặt hạn mức giải trí 10 triệu,action,SET_LIMIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
lương của mình là 50k,action,SET_INCOME
undo giao dịch cuối,action,DELETE
bật dark mode,action,SYSTEM_SETTING
set limit nhà ở 200k mỗi tháng,action,SET_LIMIT
set tone châm chọc,action,TONE
check tiền đã xài 01-01-2026 đi,action,REPORT_GENERAL
từ giờ gọi t là Khang,action,SET_USERNAME
mỗi tháng mình kiếm 500k,action,SET_INCOME
đổi danh mục sang giáo dục,action,UPDATE_RECORD
check tiền đã xài thứ 6 đi,action,REPORT_GENERAL
mở cài đặt,action,SETTING
tư vấn hạn mức cho mình,action,SUGGEST
xem report ăn uống hôm nay,action,REPORT
mở cài đặt,action,SYSTEM_SETTING
cho t xem báo cáo tuần này,action,REPORT_GENERAL
save goal mua laptop 5 triệu,action,GOAL
đổi danh mục sang sức khỏe,action,EDIT
mở cài đặt,action,SYSTEM_SETTING
đổi danh mục sang đi lại,action,EDIT
thống kê chi tiêu tháng này,action,REPORT_GENERAL
chỉnh lại ghi chú nha,action,UPDATE_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
xem report đi lại tuần trước,action,REPORT
bật dark mode,action,SETTING
chỉnh lại ghi chú nha,action,UPDATE_RECORD
mục tiêu du lịch 200k trước thứ 2,action,GOAL
check tiền đã xài thứ 3 đi,action,REPORT_GENERAL
tắt chế độ tối,action,SYSTEM_SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
gọi mình là Bin nhé,action,SET_USERNAME
save goal mua laptop 10 triệu,action,GOAL
đổi giọng sang hài hước,action,SET_TONE
set tone hài hước,action,SET_TONE
set limit giải trí 500k mỗi tháng,action,LIMIT
tư vấn hạn mức cho mình,action,SUGGEST
để dành 50k nha,action,SET_GOAL
set tone châm chọc,action,TONE
đổi danh mục sang đi lại,action,EDIT
hủy hóa đơn mới nhất,action,DELETE_LAST
xem report ăn uống tháng 12 năm ngoái,action,REPORT_GENERAL
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,SET_TONE
tìm giao dịch giải trí,action,SEARCH_RECORD
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_COMPARE
thống kê chi tiêu 01-01-2026,action,REPORT_GENERAL
chuyển giao diện sáng,action,SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST
tắt chế độ tối,action,SETTING
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
sửa giao dịch cuối thành 10 triệu,action,UPDATE_RECORD
cho t xem báo cáo chủ nhật,action,REPORT
thống kê chi tiêu chủ nhật,action,REPORT_INCOME
tắt chế độ tối,action,SYSTEM_SETTING
nhắc mình khi vượt ngân sách,action,SET_ALERT
bật dark mode,action,SYSTEM_SETTING
tìm giao dịch giáo dục,action,SEARCH_RECORD
set limit đi lại 100k mỗi tháng,action,LIMIT
search hóa đơn trên 100k,action,SEARCH_RECORD
đổi danh mục sang giải trí,action,UPDATE_RECORD
giảm limit còn 5 triệu,action,SET_LIMIT
đổi danh mục sang đi lại,action,EDIT
xóa record cuối giúp mình,action,DELETE_LAST
gọi mình là Boss nhé,action,SET_USERNAME
thu nhập tháng này 5 triệu,action,SET_INCOME
set tone nghiêm túc,action,TONE
gợi ý ngân sách tháng sau,action,SUGGEST
đổi tên thành Boss,action,SET_USERNAME
bật dark mode,action,SETTING
tạo mục tiêu tiết kiệm 100k,action,SET_GOAL
thống kê chi tiêu thứ 2,action,REPORT_GENERAL
set limit giải trí 50k mỗi tháng,action,SET_LIMIT
set tone dặn dỗi,action,SET_TONE
đổi danh mục sang nhà ở,action,UPDATE_RECORD
lương của mình là 500k,action,SET_INCOME
tắt thông báo chi tiêu,action,SET_ALERT
đề xuất budget hợp lý đi,action,SUGGEST
từ giờ gọi t là Mimo Master,action,SET_USERNAME
thu nhập tháng này 5 triệu,action,SET_INCOME
tìm record tuần này,action,SEARCH_RECORD
tìm giao dịch giải trí,action,SEARCH_RECORD
đổi danh mục sang giáo dục,action,EDIT
xem report giải trí 15-06-2026,action,REPORT_INCOME
cộng thêm 50k vào hạn mức,action,SET_LIMIT
đổi tên thành Khang,action,SET_USERNAME
tạo mục tiêu tiết kiệm 2 triệu,action,SET_GOAL
set nickname Khang,action,SET_USERNAME
để dành 5 triệu nha,action,GOAL
set income 200k,action,SET_INCOME
để dành 2 triệu nha,action,SET_GOAL
save goal mua laptop 200k,action,SET_GOAL
chuyển giao diện sáng,action,SYSTEM_SETTING
set limit nhà ở 500k mỗi tháng,action,LIMIT
bật dark mode,action,SETTING
nói chuyện dễ thương hơn đi,action,SET_TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
đề xuất budget hợp lý đi,action,SUGGEST
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
chuyển style nói chuyện nhé,action,SET_TONE
tháng tới nên tiêu bao nhiêu,action,SUGGEST
từ giờ gọi t là Anh Khang,action,SET_USERNAME
set tone nghiêm túc,action,SET_TONE
set income 500k,action,SET_INCOME
set limit giáo dục 50k mỗi tháng,action,LIMIT
đổi giọng sang dặn dỗi,action,TONE
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
check tiền đã xài tuần trước đi,action,REPORT_INCOME
thu nhập tháng này 100k,action,SET_INCOME
kiếm giúp khoản trà sữa,action,SEARCH
cho t xem báo cáo hôm nay,action,REPORT_GENERAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
mục tiêu du lịch 2 triệu trước 15-06-2026,action,GOAL
lương của mình là 200k,action,SET_INCOME
chuyển giao diện sáng,action,SETTING
check tiền đã xài thứ 3 đi,action,REPORT_INCOME
thống kê chi tiêu chủ nhật,action,REPORT
nhắc mình khi vượt ngân sách,action,SET_ALERT
xóa record cuối giúp mình,action,DELETE
chuyển style nói chuyện nhé,action,TONE
tắt thông báo chi tiêu,action,SET_ALERT
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đặt hạn mức ăn uống 200k,action,SET_LIMIT
để dành 1 triệu nha,action,SET_GOAL
chỉnh lại ghi chú nha,action,UPDATE_RECORD
cho t xem báo cáo thứ 2,action,REPORT_INCOME
check tiền đã xài hôm qua đi,action,REPORT_INCOME
xóa record cuối giúp mình,action,DELETE
xóa record cuối giúp mình,action,DELETE
chuyển giao diện sáng,action,SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST
thu nhập tháng này 200k,action,SET_INCOME
đổi danh mục sang đi lại,action,UPDATE_RECORD
thống kê chi tiêu tháng trước,action,REPORT
thống kê chi tiêu tuần trước,action,REPORT_COMPARE
thống kê chi tiêu tuần trước,action,REPORT_COMPARE
check tiền đã xài 15-06-2026 đi,action,REPORT
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
cho t xem báo cáo năm nay,action,REPORT_GENERAL
thống kê chi tiêu thứ 3,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,TONE
để dành 1 triệu nha,action,SET_GOAL
check tiền đã xài tuần này đi,action,REPORT_GENERAL
save goal mua laptop 100k,action,GOAL
set limit ăn uống 2 triệu mỗi tháng,action,SET_LIMIT
tư vấn hạn mức cho mình,action,SUGGEST
đổi giọng sang dặn dỗi,action,TONE
giảm limit còn 5 triệu,action,LIMIT
bật dark mode,action,SYSTEM_SETTING
thống kê chi tiêu 15-06-2026,action,REPORT_INCOME
set nickname Boss,action,SET_USERNAME
xem report nhà ở thứ 3,action,REPORT_INCOME
xem report nhà ở năm nay,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 2 triệu,action,GOAL
xem report giải trí hôm nay,action,REPORT
mỗi tháng mình kiếm 500k,action,SET_INCOME
set tone hài hước,action,SET_TONE
đổi giọng sang châm chọc,action,TONE
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
cho t xem báo cáo thứ 6,action,REPORT_INCOME
set tone châm chọc,action,SET_TONE
xem report giải trí hôm qua,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
check tiền đã xài 30 ngày qua đi,action,REPORT_COMPARE
chuyển style nói chuyện nhé,action,TONE
bật dark mode,action,SETTING
xem report nhà ở tuần trước,action,REPORT_GENERAL
đổi giọng sang hài hước,action,TONE
mở cài đặt,action,SETTING
đổi giọng sang nghiêm túc,action,SET_TONE
chuyển giao diện sáng,action,SYSTEM_SETTING
đổi danh mục sang đi lại,action,UPDATE_RECORD
tắt chế độ tối,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 1 triệu,action,SET_GOAL
